BallName,a1,a2,a3,b1,b2,b3,c1,c2,c3,c4,d1,d2
Ball-1-27PH,0.0647275903500345,1,1,0.933169634821297,1.00000000023957,1,0.216120055970805,1,1,1,1.66210576864879,1.00000000001128
Ball-2-27PH,0.0651813227270824,1,1,1.06378601341654,0.999999998601888,0.999999997399391,0.206491545767447,1,1,1,2.46055246880784,1.00000000082577
Ball-3-27PH,0.0654015743694132,1,1,0.976487872198163,1.00000000556905,0.999999999984845,0.215500224047997,1,1,1,1.85213372576958,1
Ball-4-27PH,0.068248261025367,1,1,1.03655215026505,0.999999991567046,1,0.201360411722067,1,1,1,2.60860144051695,1.00000000215169
Ball-5-27PH,0.0676909628644076,1,1,1.10699830536336,0.999999988986937,1,0.211015593582713,1,1,1,2.69294913978549,1.00000000012462
Ball-6-27PH,0.0912302970179528,1,1,0.877105540907619,1.00000002364953,1,0.208679126484033,1,1,1,2.42504041677696,1
