Ball-13-PH,210823,1,1,1.683,2.21883633644128,0.0587657597897739,0.223091474753437,0.13510733990708
Ball-13-PH,210823,2,1,1.683,2.21408854980415,0.0847201057315213,0.231418116770955,0.161244274032132
Ball-13-PH,210823,3,1,1.683,1.75899159265902,0.0650604107864837,0.216590379111385,0.136710952583759
Ball-13-PH,210823,4,1,1.683,1.7576446748819,0.0807277328890518,0.222167607972725,0.152409622864065
Ball-13-PH,210823,5,1,1.683,1.75409625023426,0.106203790873079,0.230260470442803,0.172871024139899
Ball-13-PH,210823,6,1,1.683,1.28582379888734,0.0799380128960589,0.215730511724138,0.149406291986781
Ball-13-PH,210823,7,1,1.683,1.27741136426456,0.132627971969716,0.24155070063359,0.202801174385381
Ball-13-PH,210823,8,1,1.683,1.04196164671624,0.100921142065277,0.224135316963835,0.173151672197642
Ball-13-PH,210823,9,1,1.683,1.03651625753765,0.132500464573757,0.247140220702449,0.210652947451299
Ball-13-PH,210823,10,1,1.683,1.02771191478303,0.169106304887236,0.271302994445522,0.245935685946042
Ball-13-PH,210823,11,1,1.683,0.856299166869351,0.119782789374035,0.246198067413966,0.206074916940336
Ball-13-PH,210823,12,1,1.683,0.846311750546529,0.186097258966177,0.296194176713753,0.270448362252033
Ball-13-PH,210823,13,1,1.683,0.757775726424249,0.141949728046617,0.272546203050566,0.23542470367513
Ball-13-PH,210823,14,1,1.683,0.74401576424524,0.17099298017242,0.298611166981993,0.264554633533118
Ball-13-PH,210823,15,1,1.683,0.73080178557364,0.209179916919947,0.318626457899408,0.286657455618627
