Ball-14-PH,61023,1,1,1.682,2.20499836255633,0.056506431461936,0.219241864857459,0.132850656361639
Ball-14-PH,61023,2,1,1.682,2.19741499015341,0.0876076864713685,0.22746816753198,0.157981145771697
Ball-14-PH,61023,3,1,1.682,1.74713077622783,0.0631514137944843,0.215067611631176,0.138152019435587
Ball-14-PH,61023,4,1,1.682,1.74253853790034,0.0787497351016718,0.218976633977344,0.152323960568801
Ball-14-PH,61023,5,1,1.682,1.73927440898284,0.104306108286366,0.22868632912985,0.176128309659194
Ball-14-PH,61023,6,1,1.682,1.27394934462119,0.0826393566122194,0.216006100459939,0.156829635382212
Ball-14-PH,61023,7,1,1.682,1.26243093068873,0.135187148360861,0.252456542481024,0.222375515419582
Ball-14-PH,61023,8,1,1.682,1.02990567361148,0.10073320756818,0.229686278690689,0.18459688842063
Ball-14-PH,61023,9,1,1.682,1.02280659599892,0.133994786072594,0.263769208404057,0.235269422296614
Ball-14-PH,61023,10,1,1.682,1.01579093192591,0.170064674103012,0.293120259547515,0.269627124121459
Ball-14-PH,61023,11,1,1.682,0.846575055844038,0.121419538326016,0.26222079144802,0.224046419304315
Ball-14-PH,61023,12,1,1.682,0.83333201800776,0.18676199944251,0.322601590761698,0.290826350641764
Ball-14-PH,61023,13,1,1.682,0.753155028003196,0.138248546044797,0.261624937716094,0.210123220855841
Ball-14-PH,61023,14,1,1.682,0.740272929354173,0.168457772558364,0.282006836623299,0.23800324087207
Ball-14-PH,61023,15,1,1.682,0.726771064667923,0.205966199706911,0.31046357517242,0.269402255042909
