Ball-12-PP,110723,1,1,1.684,2.19665354291128,0.0581362683851265,0.214069096255837,0.137470328040194
Ball-12-PP,110723,2,1,1.684,2.19069307463728,0.0878264706824016,0.223239926842667,0.165141735859443
Ball-12-PP,110723,3,1,1.684,1.7479292465197,0.0651461647195793,0.210177377223603,0.141030373195992
Ball-12-PP,110723,4,1,1.684,1.74394359873882,0.0800741658889649,0.216931549723437,0.158842392743703
Ball-12-PP,110723,5,1,1.684,1.73908238275536,0.105403527908237,0.228790994322579,0.184838804285
Ball-12-PP,110723,6,1,1.684,1.27592122552723,0.0816918811747561,0.213100752816506,0.160343969233493
Ball-12-PP,110723,7,1,1.684,1.26601977047979,0.133657500934307,0.250444125512422,0.224469125702572
Ball-12-PP,110723,8,1,1.684,1.03287866449717,0.0986680222139803,0.224463392650099,0.185967228653531
Ball-12-PP,110723,9,1,1.684,1.02533234788728,0.132348951438729,0.259507901840157,0.234717623757123
Ball-12-PP,110723,10,1,1.684,1.01712726122572,0.168506623122592,0.29192451673721,0.270453900869083
Ball-12-PP,110723,11,1,1.684,0.846294611391897,0.122475195681624,0.249788686204127,0.215096546462138
Ball-12-PP,110723,12,1,1.684,0.833840302269466,0.186838297517086,0.313011328429782,0.283751487595379
Ball-12-PP,110723,13,1,1.684,0.752434394631613,0.143608488472139,0.235185539286695,0.16129158976385
Ball-12-PP,110723,14,1,1.684,0.739261445389536,0.172927366745103,0.253396307612478,0.192651859092424
Ball-12-PP,110723,15,1,1.684,0.7253471026702,0.213020718906305,0.280794235398602,0.232946553899105
