2.377817198530301823e+00,5.260964393434344050e-02,2.204996334936869806e-01,1.243616139747473343e-01
2.376611135222223226e+00,6.413218736111109264e-02,2.241616698333333269e-01,1.340904943888888423e-01
2.369576841000000211e+00,7.767429571212121353e-02,2.277464473345958140e-01,1.457531050214644630e-01
1.859532398947474796e+00,6.200683836338385241e-02,2.198314668388889892e-01,1.303944344977273073e-01
1.858689394321971555e+00,7.678551811321550347e-02,2.235148330872895051e-01,1.435840748428449942e-01
1.856501371673233258e+00,9.137221478308077405e-02,2.273549782684343434e-01,1.547580701361111755e-01
1.345726927588719812e+00,7.660651203686869026e-02,2.186439520768518330e-01,1.435875435039563330e-01
1.343500815995876563e+00,9.867797233341747687e-02,2.262645220677608482e-01,1.641514505663299872e-01
1.326889634823653408e+00,1.226286386553029906e-01,2.367201187230639770e-01,1.873531552348483287e-01
1.072212667007576892e+00,9.138932069191918472e-02,2.219773027941920052e-01,1.585873786426766630e-01
1.054008676073231676e+00,1.192440543320706509e-01,2.379879532020201527e-01,1.914715032676766737e-01
1.050342773207826541e+00,1.457684423904883342e-01,2.546856003794614742e-01,2.185689774339224789e-01
9.799506482284091602e-01,9.917831734116161480e-02,2.283745060499999813e-01,1.725863518229798499e-01
9.762797611992425351e-01,1.274342610507576690e-01,2.453160941749999990e-01,2.029704568689393585e-01
9.625908346464648879e-01,1.626246301123736582e-01,2.700083505883838497e-01,2.393763934646464808e-01
8.890846672777780180e-01,1.062941134621211564e-01,2.346494687575756688e-01,1.823569266830808722e-01
8.759288368262628799e-01,1.391932814404039931e-01,2.616978539227271527e-01,2.244497298522728224e-01
8.615462222891414612e-01,1.754803431199496722e-01,2.863243316934344640e-01,2.563017912098486395e-01
8.292182833547978582e-01,1.101896972601010133e-01,2.408015857441918317e-01,1.907790497638888194e-01
8.235906108941918324e-01,1.478053367489056413e-01,2.715220171255891546e-01,2.351635222861951646e-01
8.095382739565656349e-01,1.878842809772726385e-01,2.964398494308083110e-01,2.659288078585858028e-01
7.781114007044612757e-01,1.127300787655721587e-01,2.411494446009257997e-01,1.874061948069866979e-01
7.549449682092593816e-01,1.544878019361111687e-01,2.753898320388888377e-01,2.356181518953703036e-01
7.501787428253364753e-01,1.976746951649831496e-01,3.025645957727273183e-01,2.700119328581651046e-01
7.094687194345959957e-01,1.289279565517676696e-01,2.428862792267676429e-01,1.723200354444443250e-01
7.038983108699494728e-01,1.672584494343435091e-01,2.712736993568183319e-01,2.198857492434343197e-01
6.919007027481060002e-01,2.135511160920454676e-01,2.998111123220959517e-01,2.582358123406566786e-01
