Ball-6-27PH,280423,1,1,1.682,2.37386125358333,0.0522041666666667,0.213630528583333,0.129822560833333
Ball-6-27PH,280423,2,1,1.682,2.37326284216667,0.06392,0.21781698325,0.139905200166667
Ball-6-27PH,280423,3,1,1.682,2.36394534172727,0.0775618181818182,0.221430816545455,0.151772909363636
Ball-6-27PH,280423,4,1,1.682,1.8572118099,0.062289,0.2135007812,0.1349785564
Ball-6-27PH,280423,5,1,1.682,1.856022826,0.070868,0.2171894544,0.1492232776
Ball-6-27PH,280423,6,1,1.682,1.853862042,0.0904163636363636,0.221860414545455,0.161374440818182
Ball-6-27PH,280423,7,1,1.682,1.34435589783333,0.0765866666666667,0.212985478916667,0.150446250083333
Ball-6-27PH,280423,8,1,1.682,1.34139660775,0.098705,0.222056650666667,0.173165132666667
Ball-6-27PH,280423,9,1,1.682,1.32235286627273,0.123555454545455,0.236811143,0.200928119363636
Ball-6-27PH,280423,10,1,1.682,1.07035908454545,0.0910863636363636,0.219868159727273,0.171235498818182
Ball-6-27PH,280423,11,1,1.682,1.04752024354545,0.119012727272727,0.245882898727273,0.214334357181818
Ball-6-27PH,280423,12,1,1.682,1.04410807981818,0.14799,0.268442748818182,0.244110578
Ball-6-27PH,280423,13,1,1.682,0.977955381125,0.1007525,0.23436772525,0.19474690325
Ball-6-27PH,280423,14,1,1.682,0.97283739825,0.128466666666667,0.258725988083333,0.23061133275
Ball-6-27PH,280423,15,1,1.682,0.958103667333334,0.1644225,0.286535600166667,0.26393684925
Ball-6-27PH,280423,16,1,1.682,0.88604570675,0.106671666666667,0.243747194333333,0.20474220725
Ball-6-27PH,280423,17,1,1.682,0.871862183818182,0.140386363636364,0.280371394181818,0.251667982818182
Ball-6-27PH,280423,18,1,1.682,0.8566035975,0.175465,0.3085290461,0.2796072386
Ball-6-27PH,280423,19,1,1.682,0.8261854855,0.11047,0.2532386192,0.2124600091
Ball-6-27PH,280423,20,1,1.682,0.819189167181818,0.149194545454545,0.289884843909091,0.256464677272727
Ball-6-27PH,280423,21,1,1.682,0.8060527183,0.188528,0.3102621011,0.2790931785
Ball-6-27PH,280423,22,1,1.682,0.7771948768,0.113302,0.2355769353,0.1801158519
Ball-6-27PH,280423,23,1,1.682,0.754060106444445,0.152748888888889,0.270682147666667,0.225246041666667
Ball-6-27PH,280423,24,1,1.682,0.748628602545455,0.196533636363636,0.304162607818182,0.268295198909091
Ball-6-27PH,280423,25,1,1.682,0.7118805178,0.127092,0.2250071202,0.1153570608
Ball-6-27PH,280423,26,1,1.682,0.706832081,0.165573,0.2476033483,0.1670680534
Ball-6-27PH,280423,27,1,1.682,0.694173821,0.211606,0.2747683957,0.2117004643
